timestamp,open,high,low,close,volume
2020-03-23 09:31:00,204.16,204.16,204.16,204.16,568408
2020-03-23 09:32:00,204.3191,204.5065,200.56,200.71,81709
2020-03-23 09:33:00,200.7299,206.1234,200.69,205.3801,59476
2020-03-23 09:34:00,205.49,208.4999,204.12,207.71,69771
2020-03-23 09:35:00,205.82,205.82,205.82,205.82,57105
2020-03-23 09:36:00,206.7661,206.8798,206.7661,206.8798,58293
2020-03-23 09:37:00,206.46,207.85,206.46,206.5102,38367
2020-03-23 09:38:00,206.1692,206.1692,202.55,202.55,52283
2020-03-23 09:39:00,202.02,202.02,200.65,201.32,65491
2020-03-23 09:40:00,200.185,200.865,200.185,200.865,128447
2020-03-23 09:41:00,200.6388,201.1987,200.6388,201.1987,59287
2020-03-23 09:42:00,201.1864,201.4606,201.1864,201.31,80693
2020-03-23 09:43:00,201.19,201.37,201.19,201.22,53379
2020-03-23 09:44:00,201.13,203.1074,201.13,203.1074,58886
2020-03-23 09:45:00,202.57,202.57,201.66,201.66,47413
2020-03-23 09:46:00,201.5993,202.11,201.5993,202.11,51937
2020-03-23 09:47:00,202.7291,202.995,202.7291,202.995,51051
2020-03-23 09:48:00,203.0456,203.5,203.0456,203.5,39263
2020-03-23 09:49:00,205.5252,205.5252,204.9,205.12,55794
2020-03-23 09:50:00,205.215,205.215,204.6329,204.9,41263
2020-03-23 09:51:00,205.015,205.015,204.06,204.06,51887
2020-03-23 09:52:00,204.44,206.9401,204.44,206.9401,48524
2020-03-23 09:53:00,206.83,208.61,206.83,208.61,70233
2020-03-23 09:54:00,208.605,208.7817,208.38,208.38,65209
2020-03-23 09:55:00,208.01,208.01,207.5175,207.5175,39504
2020-03-23 09:56:00,208.225,209.42,208.225,209.42,46975
2020-03-23 09:57:00,209.208,210.46,209.208,210.46,71581
2020-03-23 09:58:00,210.6418,211.84,210.6418,211.84,54084
2020-03-23 09:59:00,211.78,211.78,210.28,210.4601,77547
2020-03-23 10:00:00,210.97,211.8,210.57,211.66,46743
2020-03-23 10:01:00,211.32,212.1399,210.07,210.66,65085
2020-03-23 10:02:00,210.8099,210.81,207.95,208.4317,53734
2020-03-23 10:03:00,208.435,209.32,207.59,208.665,45554
2020-03-23 10:04:00,208.88,209.24,207.6,208.13,31804
2020-03-23 10:05:00,208.02,209.095,207.36,208.19,27036
2020-03-23 10:06:00,208.19,209.99,208.19,209.63,39547
2020-03-23 10:07:00,209.66,209.66,209.66,209.66,29969
2020-03-23 10:08:00,209.77,210.66,209.77,210.0,32423
2020-03-23 10:09:00,210.0,210.13,208.84,209.2201,29024
2020-03-23 10:10:00,209.29,209.78,208.81,209.5712,18713
2020-03-23 10:11:00,209.595,210.1199,209.1602,209.52,38848
2020-03-23 10:12:00,209.46,210.738,209.45,209.96,35683
2020-03-23 10:13:00,209.95,211.5,209.9306,211.38,43410
2020-03-23 10:14:00,211.42,211.485,210.27,211.17,39349
2020-03-23 10:15:00,211.2,211.4399,210.44,210.99,30220
2020-03-23 10:16:00,211.0,211.63,210.28,211.13,48704
2020-03-23 10:17:00,211.02,211.9,210.844,211.3,26465
2020-03-23 10:18:00,211.34,211.7,210.48,211.505,28845
2020-03-23 10:19:00,211.6,211.73,210.1501,210.19,36618
2020-03-23 10:20:00,210.27,210.36,209.5,209.63,39811
2020-03-23 10:21:00,209.51,209.87,208.83,209.0,31713
2020-03-23 10:22:00,209.2899,209.2899,208.0,208.39,64146
2020-03-23 10:23:00,208.16,209.91,208.06,209.5,33977
2020-03-23 10:24:00,209.62,211.2,209.39,211.1,35803
2020-03-23 10:25:00,211.1,211.3299,210.65,211.3299,42161
2020-03-23 10:26:00,211.17,211.99,211.16,211.62,34759
2020-03-23 10:27:00,211.52,211.52,210.19,210.22,26673
2020-03-23 10:28:00,210.3319,210.5,209.29,210.5,36654
2020-03-23 10:29:00,210.6528,211.42,210.5,211.2612,28236
2020-03-23 10:30:00,211.29,211.41,210.49,210.7962,20332
2020-03-23 10:31:00,210.5351,210.9,209.67,210.52,22097
2020-03-23 10:32:00,210.28,211.0619,209.72,211.04,24614
2020-03-23 10:33:00,211.1,212.27,211.1,211.9694,71753
2020-03-23 10:34:00,211.8999,211.8999,210.55,211.0573,31461
2020-03-23 10:35:00,211.025,211.2478,210.1,211.2478,22982
2020-03-23 10:36:00,211.3478,211.6194,210.76,211.26,22113
2020-03-23 10:37:00,211.2823,211.2823,209.66,209.9327,33303
2020-03-23 10:38:00,210.12,210.1399,208.1001,208.255,35574
2020-03-23 10:39:00,208.15,209.44,208.15,209.175,32157
2020-03-23 10:40:00,209.185,210.2223,209.09,209.73,36529
2020-03-23 10:41:00,209.96,211.0,209.96,209.96,35178
2020-03-23 10:42:00,209.96,209.96,208.37,209.1,53228
2020-03-23 10:43:00,209.21,210.75,209.184,210.63,43436
2020-03-23 10:44:00,210.63,211.4099,210.31,210.64,33575
2020-03-23 10:45:00,210.49,211.245,210.01,210.69,21323
2020-03-23 10:46:00,210.665,210.705,209.714,209.87,25901
2020-03-23 10:47:00,209.99,210.59,209.78,210.19,16062
2020-03-23 10:48:00,210.14,210.64,209.79,210.27,21255
2020-03-23 10:49:00,210.255,210.73,210.03,210.25,12802
2020-03-23 10:50:00,210.34,210.59,209.1021,210.0,23665
2020-03-23 10:51:00,210.17,210.54,209.3,209.985,13688
2020-03-23 10:52:00,209.98,210.82,209.808,210.12,27713
2020-03-23 10:53:00,209.99,210.7434,209.95,210.3162,18945
2020-03-23 10:54:00,210.2,211.1199,210.2,210.845,51235
2020-03-23 10:55:00,210.54,210.74,209.0354,209.39,38442
2020-03-23 10:56:00,209.4244,209.4244,208.1801,208.98,34164
2020-03-23 10:57:00,208.85,209.0,208.19,208.265,31116
2020-03-23 10:58:00,208.17,208.3199,207.45,207.7094,35608
2020-03-23 10:59:00,207.86,207.99,207.32,207.76,33447
2020-03-23 11:00:00,207.675,208.2609,207.675,207.81,30372
2020-03-23 11:01:00,207.63,208.725,207.61,208.4,28609
2020-03-23 11:02:00,208.5699,209.1099,208.54,208.89,41992
2020-03-23 11:03:00,209.0,209.8,208.78,209.45,42998
2020-03-23 11:04:00,209.43,209.43,208.2,208.77,37088
2020-03-23 11:05:00,208.7723,209.68,208.36,209.55,22897
2020-03-23 11:06:00,209.47,209.67,208.8957,209.49,17690
2020-03-23 11:07:00,209.49,210.265,209.19,209.214,22858
2020-03-23 11:08:00,209.49,210.14,209.25,209.62,21293
2020-03-23 11:09:00,209.62,209.78,209.17,209.6,21702
2020-03-23 11:10:00,209.3583,210.0,209.07,209.87,20197
2020-03-23 11:11:00,210.08,210.799,209.75,209.7601,39928
2020-03-23 11:12:00,209.76,209.84,209.0001,209.01,24729
2020-03-23 11:13:00,208.6099,209.03,208.37,208.3827,45201
2020-03-23 11:14:00,208.5,208.82,208.0,208.24,16980
2020-03-23 11:15:00,208.1,208.7199,208.0,208.05,15994
2020-03-23 11:16:00,208.445,209.21,208.35,208.87,21921
2020-03-23 11:17:00,208.715,209.53,208.715,209.08,18563
2020-03-23 11:18:00,209.25,209.25,208.5,208.7577,17602
2020-03-23 11:19:00,208.755,209.08,207.55,207.6211,24570
2020-03-23 11:20:00,207.6532,207.76,206.78,207.22,31603
2020-03-23 11:21:00,207.2,207.2,205.565,205.69,37915
2020-03-23 11:22:00,205.75,205.92,204.1102,204.13,50986
2020-03-23 11:23:00,204.215,204.54,203.85,204.075,36929
2020-03-23 11:24:00,204.03,204.1,203.24,203.5,52434
2020-03-23 11:25:00,203.43,203.75,202.56,202.56,29089
2020-03-23 11:26:00,202.7083,203.4124,202.6527,203.29,28599
2020-03-23 11:27:00,203.22,203.4,202.26,202.32,33716
2020-03-23 11:28:00,202.3709,202.46,201.42,201.52,43771
2020-03-23 11:29:00,201.5134,202.2,201.36,201.875,42949
2020-03-23 11:30:00,201.82,202.84,201.82,202.5813,22336
2020-03-23 11:31:00,202.71,202.89,202.25,202.647,32035
2020-03-23 11:32:00,202.76,204.145,202.62,203.6836,37003
2020-03-23 11:33:00,203.67,204.755,203.665,203.92,39701
2020-03-23 11:34:00,204.03,204.1,203.3737,204.015,27744
2020-03-23 11:35:00,203.81,203.9,203.28,203.31,23683
2020-03-23 11:36:00,203.317,203.35,202.5001,202.65,12459
2020-03-23 11:37:00,202.33,203.4937,202.14,202.96,27155
2020-03-23 11:38:00,203.0,203.645,203.0,203.43,11752
2020-03-23 11:39:00,203.9799,203.9799,203.09,203.16,19390
2020-03-23 11:40:00,203.4644,203.53,202.3324,202.4998,14478
2020-03-23 11:41:00,202.5456,202.81,202.0101,202.2695,19242
2020-03-23 11:42:00,202.3299,202.3299,201.43,202.0,34174
2020-03-23 11:43:00,202.0,202.27,201.03,201.7,37638
2020-03-23 11:44:00,201.895,202.45,201.12,201.1946,19502
2020-03-23 11:45:00,201.3463,201.3463,200.3562,200.46,39587
2020-03-23 11:46:00,200.5377,201.46,200.5377,200.82,31585
2020-03-23 11:47:00,200.81,201.07,200.5,200.96,15036
2020-03-23 11:48:00,200.95,201.99,200.85,201.79,24810
2020-03-23 11:49:00,202.0147,202.0147,201.06,201.5,16614
2020-03-23 11:50:00,201.53,202.07,201.09,201.7944,18881
2020-03-23 11:51:00,201.78,202.4,201.332,202.26,13078
2020-03-23 11:52:00,202.17,203.27,202.16,203.0553,43004
2020-03-23 11:53:00,203.11,203.4,202.9,203.253,34097
2020-03-23 11:54:00,203.3057,204.31,203.27,203.835,37815
2020-03-23 11:55:00,204.07,204.42,203.131,203.59,43366
2020-03-23 11:56:00,203.5019,203.61,203.09,203.29,22528
2020-03-23 11:57:00,203.39,203.65,202.8335,203.41,29849
2020-03-23 11:58:00,203.43,204.29,202.89,203.225,34155
2020-03-23 11:59:00,203.33,204.8199,203.33,204.6,39609
2020-03-23 12:00:00,204.63,205.28,204.55,204.82,34204
2020-03-23 12:01:00,204.79,205.34,204.735,205.2411,25123
2020-03-23 12:02:00,205.1626,206.35,204.885,206.2012,29777
2020-03-23 12:03:00,206.2,206.9,204.8238,205.0,108002
2020-03-23 12:04:00,205.0,205.34,204.37,205.2301,71011
2020-03-23 12:05:00,205.52,205.9872,204.83,205.1681,38267
2020-03-23 12:06:00,205.3059,205.57,204.03,204.6124,34887
2020-03-23 12:07:00,204.54,204.75,204.0,204.75,20311
2020-03-23 12:08:00,204.78,205.267,204.57,204.88,12601
2020-03-23 12:09:00,204.8298,205.0,204.44,204.8847,17245
2020-03-23 12:10:00,204.795,204.795,203.28,203.28,19008
2020-03-23 12:11:00,203.46,203.69,202.4,203.35,25298
2020-03-23 12:12:00,203.365,204.08,203.265,204.08,19164
2020-03-23 12:13:00,204.1,204.1,203.32,203.455,13328
2020-03-23 12:14:00,203.47,204.31,203.46,204.06,17055
2020-03-23 12:15:00,204.28,204.58,203.75,203.92,19232
2020-03-23 12:16:00,204.1055,204.47,203.3449,204.2586,24637
2020-03-23 12:17:00,204.205,204.5316,203.97,204.15,15581
2020-03-23 12:18:00,204.3575,204.3999,203.32,203.67,17206
2020-03-23 12:19:00,204.39,205.89,204.32,205.82,56836
2020-03-23 12:20:00,205.96,207.4599,205.93,206.21,73081
2020-03-23 12:21:00,206.34,207.18,206.29,206.3515,23109
2020-03-23 12:22:00,206.168,207.268,206.04,206.72,31262
2020-03-23 12:23:00,206.85,208.32,206.85,207.59,40141
2020-03-23 12:24:00,207.61,207.99,207.05,207.17,15888
2020-03-23 12:25:00,207.41,208.31,207.29,207.3034,29897
2020-03-23 12:26:00,207.313,207.63,206.2567,206.955,30954
2020-03-23 12:27:00,207.07,208.0,207.07,207.26,14206
2020-03-23 12:28:00,207.1,207.435,206.5395,206.92,21038
2020-03-23 12:29:00,206.905,206.99,206.35,206.71,25741
2020-03-23 12:30:00,206.4895,206.59,205.6701,206.51,18428
2020-03-23 12:31:00,206.64,206.64,205.0,205.06,25507
2020-03-23 12:32:00,205.2001,206.06,205.2001,205.98,16792
2020-03-23 12:33:00,205.85,206.41,205.52,205.94,15886
2020-03-23 12:34:00,205.815,206.36,205.3438,205.5789,10650
2020-03-23 12:35:00,205.6,207.0,205.59,207.0,13079
2020-03-23 12:36:00,207.17,207.91,206.98,207.385,24286
2020-03-23 12:37:00,207.27,207.27,206.35,206.57,15686
2020-03-23 12:38:00,206.81,207.82,206.81,207.69,23868
2020-03-23 12:39:00,207.67,208.1399,207.64,207.9,22638
2020-03-23 12:40:00,207.95,209.1299,207.82,208.5106,40558
2020-03-23 12:41:00,208.41,209.4178,208.41,209.0428,21236
2020-03-23 12:42:00,209.22,210.33,209.1,210.33,51600
2020-03-23 12:43:00,210.39,210.84,209.76,210.5601,53462
2020-03-23 12:44:00,210.77,211.5,210.405,211.12,53363
2020-03-23 12:45:00,210.7901,212.0,210.38,211.9734,68537
2020-03-23 12:46:00,211.895,211.895,210.24,211.3761,40381
2020-03-23 12:47:00,211.28,211.85,210.72,211.2675,41216
2020-03-23 12:48:00,211.35,211.81,211.04,211.38,22912
2020-03-23 12:49:00,211.33,212.21,211.32,211.98,53954
2020-03-23 12:50:00,212.065,212.3213,211.66,211.67,66176
2020-03-23 12:51:00,211.82,211.82,210.77,211.39,35589
2020-03-23 12:52:00,211.3993,212.0,211.05,211.34,24174
2020-03-23 12:53:00,211.3226,211.425,210.0,210.32,37188
2020-03-23 12:54:00,210.3,210.94,210.04,210.76,36016
2020-03-23 12:55:00,210.7957,211.22,210.67,210.8,22324
2020-03-23 12:56:00,211.0,211.46,210.75,211.23,20801
2020-03-23 12:57:00,211.41,212.9099,211.3603,212.9099,80346
2020-03-23 12:58:00,212.86,213.19,212.01,212.385,64081
2020-03-23 12:59:00,212.48,213.18,212.34,212.85,53805
2020-03-23 13:00:00,212.68,213.04,211.75,212.49,63235
2020-03-23 13:01:00,212.46,212.5,211.66,212.26,42831
2020-03-23 13:02:00,212.17,212.3575,211.5,211.76,30930
2020-03-23 13:03:00,211.6176,212.0,211.3,211.87,73587
2020-03-23 13:04:00,211.97,212.22,211.65,211.92,27677
2020-03-23 13:05:00,211.76,212.0,211.3,211.53,33294
2020-03-23 13:06:00,211.56,212.2399,211.4235,212.23,49672
2020-03-23 13:07:00,212.1565,212.9299,212.02,212.75,17848
2020-03-23 13:08:00,212.72,213.4,212.57,213.2544,36264
2020-03-23 13:09:00,213.23,213.5,212.0038,212.205,29366
2020-03-23 13:10:00,212.29,212.8287,212.26,212.6,14913
2020-03-23 13:11:00,212.85,213.3,212.34,212.6947,18116
2020-03-23 13:12:00,212.65,213.88,212.65,213.5232,33755
2020-03-23 13:13:00,213.7565,215.25,213.7,214.587,87340
2020-03-23 13:14:00,214.8817,214.95,214.2455,214.84,19963
